,uid,task,key,sentence_id,sp.token_text,sp.pos,sp.lemma,token
3153,Y35_S43,journaling,Y35_S43_journaling,6,many,ADJ,many,many
3154,Y35_S43,journaling,Y35_S43_journaling,6,books,NOUN,book,books
3155,Y35_S43,journaling,Y35_S43_journaling,6,as,SCONJ,as,as
3156,Y35_S43,journaling,Y35_S43_journaling,6,i,PRON,i,i
3157,Y35_S43,journaling,Y35_S43_journaling,6,used,VERB,use,used
3158,Y35_S43,journaling,Y35_S43_journaling,6,to,PART,to,to
3159,Y35_S43,journaling,Y35_S43_journaling,6,have,AUX,have,have
3161,Y35_S43,journaling,Y35_S43_journaling,8,sir,PROPN,sir,sir
3162,Y35_S43,journaling,Y35_S43_journaling,8,i,PRON,-PRON-,i
3163,Y35_S43,journaling,Y35_S43_journaling,8," ""d""",VERB,would,would
3164,Y35_S43,journaling,Y35_S43_journaling,8,like,VERB,like,like
3165,Y35_S43,journaling,Y35_S43_journaling,8,to,PART,to,to
3166,Y35_S43,journaling,Y35_S43_journaling,8,have,AUX,have,have
3167,Y35_S43,journaling,Y35_S43_journaling,8,some,DET,some,some
3168,Y35_S43,journaling,Y35_S43_journaling,8,more,ADJ,more,more
3169,Y35_S43,journaling,Y35_S43_journaling,8,books,NOUN,book,books
3170,Y35_S43,journaling,Y35_S43_journaling,8,and,CCONJ,and,and
3173,Y35_S43,journaling,Y35_S43_journaling,8,i,PRON,i,i
3174,Y35_S43,journaling,Y35_S43_journaling,8,told,VERB,tell,told
3175,Y35_S43,journaling,Y35_S43_journaling,8,you,PRON,-PRON-,you
3176,Y35_S43,journaling,Y35_S43_journaling,8,i,PRON,i,i
3177,Y35_S43,journaling,Y35_S43_journaling,8,want,VERB,want,want
3178,Y35_S43,journaling,Y35_S43_journaling,8,some,DET,some,some
3179,Y35_S43,journaling,Y35_S43_journaling,8,on,ADP,on,on
3181,Y35_S43,journaling,Y35_S43_journaling,8,chemistry,NOUN,chemistry,chemistry
3182,Y35_S43,journaling,Y35_S43_journaling,8,and,CCONJ,and,and
3183,Y35_S43,journaling,Y35_S43_journaling,8,science,NOUN,science,science
3184,Y35_S43,journaling,Y35_S43_journaling,8,and,CCONJ,and,and
3186,Y35_S43,journaling,Y35_S43_journaling,8,mathematics,NOUN,mathematic,mathematics
3187,Y35_S43,journaling,Y35_S43_journaling,9,because,SCONJ,because,because
3188,Y35_S43,journaling,Y35_S43_journaling,9,i,PRON,i,i
3189,Y35_S43,journaling,Y35_S43_journaling,9,want,VERB,want,want
3190,Y35_S43,journaling,Y35_S43_journaling,9,to,PART,to,to
3191,Y35_S43,journaling,Y35_S43_journaling,9,be,AUX,be,be
3192,Y35_S43,journaling,Y35_S43_journaling,9,great,ADJ,great,great
3193,Y35_S43,journaling,Y35_S43_journaling,9,in,ADP,in,in
3194,Y35_S43,journaling,Y35_S43_journaling,9,mathematics,NOUN,mathematic,mathematics
3195,Y35_S43,journaling,Y35_S43_journaling,9,and,CCONJ,and,and
3196,Y35_S43,journaling,Y35_S43_journaling,9,geometry,NOUN,geometry,geometry
3197,Y35_S43,journaling,Y35_S43_journaling,9,and,CCONJ,and,and
3198,Y35_S43,journaling,Y35_S43_journaling,9,all,DET,all,all
3199,Y35_S43,journaling,Y35_S43_journaling,9,this,DET,this,this
3200,Y35_S43,journaling,Y35_S43_journaling,9,other,ADJ,other,other
3201,Y35_S43,journaling,Y35_S43_journaling,9,and,CCONJ,and,and
3202,Y35_S43,journaling,Y35_S43_journaling,9,then,ADV,then,then
3203,Y35_S43,journaling,Y35_S43_journaling,9,i,PRON,i,i
3204,Y35_S43,journaling,Y35_S43_journaling,9,want,VERB,want,want
3205,Y35_S43,journaling,Y35_S43_journaling,9,to,PART,to,to
3206,Y35_S43,journaling,Y35_S43_journaling,9,be,AUX,be,be
3207,Y35_S43,journaling,Y35_S43_journaling,9,a,DET,a,a
3208,Y35_S43,journaling,Y35_S43_journaling,9,smart,ADJ,smart,smart
3209,Y35_S43,journaling,Y35_S43_journaling,9,doctor,NOUN,doctor,doctor
3210,Y35_S43,journaling,Y35_S43_journaling,11,and,CCONJ,and,and
3211,Y35_S43,journaling,Y35_S43_journaling,11,if,SCONJ,if,if
3212,Y35_S43,journaling,Y35_S43_journaling,11,i,PRON,i,i
3213,Y35_S43,journaling,Y35_S43_journaling,11,want,VERB,want,want
3214,Y35_S43,journaling,Y35_S43_journaling,11,to,PART,to,to
3215,Y35_S43,journaling,Y35_S43_journaling,11,be,AUX,be,be
3216,Y35_S43,journaling,Y35_S43_journaling,11,a,DET,a,a
3217,Y35_S43,journaling,Y35_S43_journaling,11,smart,ADJ,smart,smart
3218,Y35_S43,journaling,Y35_S43_journaling,11,doctor,NOUN,doctor,doctor
3219,Y35_S43,journaling,Y35_S43_journaling,11,i,PRON,-PRON-,i
3220,Y35_S43,journaling,Y35_S43_journaling,11," ""ve""",AUX,have,have
3221,Y35_S43,journaling,Y35_S43_journaling,11,got,VERB,get,got
3222,Y35_S43,journaling,Y35_S43_journaling,11,a,DET,a,a
3223,Y35_S43,journaling,Y35_S43_journaling,11,lots,NOUN,lot,lots
3224,Y35_S43,journaling,Y35_S43_journaling,11,to,PART,to,to
3225,Y35_S43,journaling,Y35_S43_journaling,11,learn,VERB,learn,learn
3226,Y35_S43,journaling,Y35_S43_journaling,12,ask,VERB,ask,ask
3227,Y35_S43,journaling,Y35_S43_journaling,12,why,ADV,why,why
3229,Y35_S43,journaling,Y35_S43_journaling,18,no,DET,no,no
3230,Y35_S43,journaling,Y35_S43_journaling,18,sir,NOUN,sir,sir
3231,Y35_S43,journaling,Y35_S43_journaling,18,i,PRON,i,i
3232,Y35_S43,journaling,Y35_S43_journaling,18,do,AUX,do,do
3233,Y35_S43,journaling,Y35_S43_journaling,18," ""nt""",PART,not,not
3234,Y35_S43,journaling,Y35_S43_journaling,18,know,VERB,know,know
3235,Y35_S43,journaling,Y35_S43_journaling,20,i,PRON,i,i
3236,Y35_S43,journaling,Y35_S43_journaling,20,never,ADV,never,never
3237,Y35_S43,journaling,Y35_S43_journaling,20,heard,VERB,hear,heard
3238,Y35_S43,journaling,Y35_S43_journaling,20,that,DET,that,that
3239,Y35_S43,journaling,Y35_S43_journaling,22,could,VERB,could,could
3240,Y35_S43,journaling,Y35_S43_journaling,22," ""nt""",PART,not,not
3241,Y35_S43,journaling,Y35_S43_journaling,22,tell,VERB,tell,tell
3242,Y35_S43,journaling,Y35_S43_journaling,22,you,PRON,-PRON-,you
3243,Y35_S43,journaling,Y35_S43_journaling,24,that,DET,that,that
3244,Y35_S43,journaling,Y35_S43_journaling,24," ""s""",AUX,be,is
3245,Y35_S43,journaling,Y35_S43_journaling,24,right,ADJ,right,right
3246,Y35_S43,journaling,Y35_S43_journaling,24,they,PRON,-PRON-,they
3247,Y35_S43,journaling,Y35_S43_journaling,24,will,VERB,will,will
3250,Y35_S43,journaling,Y35_S43_journaling,28,that,DET,that,that
3251,Y35_S43,journaling,Y35_S43_journaling,28,means,VERB,mean,means
3252,Y35_S43,journaling,Y35_S43_journaling,28,that,SCONJ,that,that
3253,Y35_S43,journaling,Y35_S43_journaling,28,no,DET,no,no
3254,Y35_S43,journaling,Y35_S43_journaling,28,one,PRON,one,one
3255,Y35_S43,journaling,Y35_S43_journaling,28,ever,ADV,ever,ever
3256,Y35_S43,journaling,Y35_S43_journaling,28,leaves,VERB,leave,leaves
3257,Y35_S43,journaling,Y35_S43_journaling,28,a,DET,a,a
3258,Y35_S43,journaling,Y35_S43_journaling,28,cat,NOUN,cat,cat
3259,Y35_S43,journaling,Y35_S43_journaling,28,and,CCONJ,and,and
3260,Y35_S43,journaling,Y35_S43_journaling,28,a,DET,a,a
3261,Y35_S43,journaling,Y35_S43_journaling,28,mouse,NOUN,mouse,mouse
3262,Y35_S43,journaling,Y35_S43_journaling,28,together,ADV,together,together
3263,Y35_S43,journaling,Y35_S43_journaling,30,because,SCONJ,because,because
3264,Y35_S43,journaling,Y35_S43_journaling,30,you,PRON,-PRON-,you
3265,Y35_S43,journaling,Y35_S43_journaling,30,got,VERB,get,got
3266,Y35_S43,journaling,Y35_S43_journaling,30,to,PART,to,to
3267,Y35_S43,journaling,Y35_S43_journaling,30,take,VERB,take,take
3268,Y35_S43,journaling,Y35_S43_journaling,30,one,NUM,one,one
3269,Y35_S43,journaling,Y35_S43_journaling,30,away,ADV,away,away
3270,Y35_S43,journaling,Y35_S43_journaling,30,from,ADP,from,from
3271,Y35_S43,journaling,Y35_S43_journaling,30,the,DET,the,the
3272,Y35_S43,journaling,Y35_S43_journaling,30,other,ADJ,other,other
3273,Y35_S43,journaling,Y35_S43_journaling,30,to,PART,to,to
3274,Y35_S43,journaling,Y35_S43_journaling,30,make,VERB,make,make
3275,Y35_S43,journaling,Y35_S43_journaling,30,them,PRON,-PRON-,them
3276,Y35_S43,journaling,Y35_S43_journaling,30,get,AUX,get,get
3277,Y35_S43,journaling,Y35_S43_journaling,30,them,PRON,-PRON-,them
3278,Y35_S43,journaling,Y35_S43_journaling,30,out,ADP,out,out
3279,Y35_S43,journaling,Y35_S43_journaling,31,you,PRON,-PRON-,you
3280,Y35_S43,journaling,Y35_S43_journaling,31,got,VERB,get,got
3281,Y35_S43,journaling,Y35_S43_journaling,31,to,PART,to,to
3282,Y35_S43,journaling,Y35_S43_journaling,31,put,VERB,put,put
3283,Y35_S43,journaling,Y35_S43_journaling,31,the,DET,the,the
3284,Y35_S43,journaling,Y35_S43_journaling,31,mice,NOUN,mouse,mice
3285,Y35_S43,journaling,Y35_S43_journaling,31,in,ADP,in,in
3286,Y35_S43,journaling,Y35_S43_journaling,31,to,PART,to,to
3287,Y35_S43,journaling,Y35_S43_journaling,31,let,VERB,let,let
3288,Y35_S43,journaling,Y35_S43_journaling,31,the,DET,the,the
3289,Y35_S43,journaling,Y35_S43_journaling,31,cat,NOUN,cat,cat
3290,Y35_S43,journaling,Y35_S43_journaling,31,run,VERB,run,run
3291,Y35_S43,journaling,Y35_S43_journaling,31,and,CCONJ,and,and
3292,Y35_S43,journaling,Y35_S43_journaling,31,then,ADV,then,then
3293,Y35_S43,journaling,Y35_S43_journaling,31,you,PRON,-PRON-,you
3294,Y35_S43,journaling,Y35_S43_journaling,31,have,AUX,have,have
3295,Y35_S43,journaling,Y35_S43_journaling,31,to,PART,to,to
3296,Y35_S43,journaling,Y35_S43_journaling,31,put,VERB,put,put
3297,Y35_S43,journaling,Y35_S43_journaling,31,the,DET,the,the
3298,Y35_S43,journaling,Y35_S43_journaling,31,cat,NOUN,cat,cat
3299,Y35_S43,journaling,Y35_S43_journaling,31,out,ADP,out,out
3300,Y35_S43,journaling,Y35_S43_journaling,31,to,PART,to,to
3301,Y35_S43,journaling,Y35_S43_journaling,31,let,VERB,let,let
3302,Y35_S43,journaling,Y35_S43_journaling,31,the,DET,the,the
3303,Y35_S43,journaling,Y35_S43_journaling,31,mice,NOUN,mice,mice
3304,Y35_S43,journaling,Y35_S43_journaling,31,run,VERB,run,run
3305,Y35_S43,journaling,Y35_S43_journaling,31,because,SCONJ,because,because
3306,Y35_S43,journaling,Y35_S43_journaling,31,they,PRON,-PRON-,they
3307,Y35_S43,journaling,Y35_S43_journaling,31,wo,VERB,will,wo
3308,Y35_S43,journaling,Y35_S43_journaling,31," ""nt""",PART,not,not
3309,Y35_S43,journaling,Y35_S43_journaling,31,run,VERB,run,run
3310,Y35_S43,journaling,Y35_S43_journaling,31,together,ADV,together,together
3311,Y35_S43,journaling,Y35_S43_journaling,32,and,CCONJ,and,and
3312,Y35_S43,journaling,Y35_S43_journaling,32,is,AUX,be,is
3313,Y35_S43,journaling,Y35_S43_journaling,32,that,SCONJ,that,that
3314,Y35_S43,journaling,Y35_S43_journaling,32,the,DET,the,the
3315,Y35_S43,journaling,Y35_S43_journaling,32,way,NOUN,way,way
3316,Y35_S43,journaling,Y35_S43_journaling,32,you,PRON,-PRON-,you
3317,Y35_S43,journaling,Y35_S43_journaling,32,would,VERB,would,would
3318,Y35_S43,journaling,Y35_S43_journaling,32,with,ADP,with,with
3319,Y35_S43,journaling,Y35_S43_journaling,32,a,DET,a,a
3320,Y35_S43,journaling,Y35_S43_journaling,32,cat,NOUN,cat,cat
3321,Y35_S43,journaling,Y35_S43_journaling,32,and,CCONJ,and,and
3322,Y35_S43,journaling,Y35_S43_journaling,32,a,DET,a,a
3323,Y35_S43,journaling,Y35_S43_journaling,32,dog,NOUN,dog,dog
3324,Y35_S43,journaling,Y35_S43_journaling,33,you,PRON,-PRON-,you
3325,Y35_S43,journaling,Y35_S43_journaling,33,had,AUX,have,had
3326,Y35_S43,journaling,Y35_S43_journaling,33,to,PART,to,to
3327,Y35_S43,journaling,Y35_S43_journaling,33,put,VERB,put,put
3328,Y35_S43,journaling,Y35_S43_journaling,33,the,DET,the,the
3329,Y35_S43,journaling,Y35_S43_journaling,33,cat,NOUN,cat,cat
3330,Y35_S43,journaling,Y35_S43_journaling,33,up,ADP,up,up
3331,Y35_S43,journaling,Y35_S43_journaling,33,the,DET,the,the
3332,Y35_S43,journaling,Y35_S43_journaling,33,tree,NOUN,tree,tree
3333,Y35_S43,journaling,Y35_S43_journaling,33,the,DET,the,the
3334,Y35_S43,journaling,Y35_S43_journaling,33,for,ADP,for,for
3335,Y35_S43,journaling,Y35_S43_journaling,33,the,DET,the,the
3336,Y35_S43,journaling,Y35_S43_journaling,33,dog,NOUN,dog,dog
3337,Y35_S43,journaling,Y35_S43_journaling,33,to,ADP,to,to
3338,Y35_S43,journaling,Y35_S43_journaling,33,he,PRON,-PRON-,he
3339,Y35_S43,journaling,Y35_S43_journaling,33,wo,VERB,will,wo
3340,Y35_S43,journaling,Y35_S43_journaling,33," ""nt""",PART,not,not
3341,Y35_S43,journaling,Y35_S43_journaling,33,he,PRON,-PRON-,he
3342,Y35_S43,journaling,Y35_S43_journaling,33," ""d""",VERB,would,would
3343,Y35_S43,journaling,Y35_S43_journaling,33,run,VERB,run,run
3344,Y35_S43,journaling,Y35_S43_journaling,33,him,PRON,-PRON-,him
3345,Y35_S43,journaling,Y35_S43_journaling,33,up,ADP,up,up
3346,Y35_S43,journaling,Y35_S43_journaling,33,the,DET,the,the
3347,Y35_S43,journaling,Y35_S43_journaling,33,tree,NOUN,tree,tree
3348,Z2_H2,journaling,Z2_H2_journaling,0,and,CCONJ,and,and
3350,Z2_H2,journaling,Z2_H2_journaling,0,i,PRON,i,i
3351,Z2_H2,journaling,Z2_H2_journaling,0,scream,VERB,scream,scream
3352,Z2_H2,journaling,Z2_H2_journaling,0,at,ADP,at,at
3353,Z2_H2,journaling,Z2_H2_journaling,0,the,DET,the,the
3354,Z2_H2,journaling,Z2_H2_journaling,0,kids,NOUN,kid,kids
3355,Z2_H2,journaling,Z2_H2_journaling,0,of,ADP,of,of
3356,Z2_H2,journaling,Z2_H2_journaling,0,course,NOUN,course,course
3357,Z2_H2,journaling,Z2_H2_journaling,0,and,CCONJ,and,and
3358,Z2_H2,journaling,Z2_H2_journaling,0,cry,VERB,cry,cry
3359,Z2_H2,journaling,Z2_H2_journaling,0,an,DET,an,an
3360,Z2_H2,journaling,Z2_H2_journaling,0,awful,ADJ,awful,awful
3361,Z2_H2,journaling,Z2_H2_journaling,0,lot,NOUN,lot,lot
3362,Z2_H2,journaling,Z2_H2_journaling,0,and,CCONJ,and,and
3363,Z2_H2,journaling,Z2_H2_journaling,0,i,PRON,i,i
3364,Z2_H2,journaling,Z2_H2_journaling,0,give,VERB,give,give
3365,Z2_H2,journaling,Z2_H2_journaling,0,my,DET,-PRON-,my
3366,Z2_H2,journaling,Z2_H2_journaling,0,husband,NOUN,husband,husband
3367,Z2_H2,journaling,Z2_H2_journaling,0,a,DET,a,a
3368,Z2_H2,journaling,Z2_H2_journaling,0,bad,ADJ,bad,bad
3369,Z2_H2,journaling,Z2_H2_journaling,0,time,NOUN,time,time
3370,Z2_H2,journaling,Z2_H2_journaling,1,the,DET,the,the
3371,Z2_H2,journaling,Z2_H2_journaling,1,minute,NOUN,minute,minute
3372,Z2_H2,journaling,Z2_H2_journaling,1,he,PRON,-PRON-,he
3373,Z2_H2,journaling,Z2_H2_journaling,1,comes,VERB,come,comes
3374,Z2_H2,journaling,Z2_H2_journaling,1,in,ADV,in,in
3375,Z2_H2,journaling,Z2_H2_journaling,1,i,PRON,i,i
3376,Z2_H2,journaling,Z2_H2_journaling,1,have,AUX,have,have
3377,Z2_H2,journaling,Z2_H2_journaling,1,his,DET,-PRON-,his
3378,Z2_H2,journaling,Z2_H2_journaling,1,supper,NOUN,supper,supper
3379,Z2_H2,journaling,Z2_H2_journaling,1,ready,ADJ,ready,ready
3380,Z2_H2,journaling,Z2_H2_journaling,1,i,PRON,i,i
3381,Z2_H2,journaling,Z2_H2_journaling,1,have,AUX,have,have
3382,Z2_H2,journaling,Z2_H2_journaling,1,to,PART,to,to
3383,Z2_H2,journaling,Z2_H2_journaling,1,go,VERB,go,go
3384,Z2_H2,journaling,Z2_H2_journaling,1,and,CCONJ,and,and
3385,Z2_H2,journaling,Z2_H2_journaling,1,lie,VERB,lie,lie
3386,Z2_H2,journaling,Z2_H2_journaling,1,down,ADP,down,down
3387,Z2_H2,journaling,Z2_H2_journaling,1,and,CCONJ,and,and
3388,Z2_H2,journaling,Z2_H2_journaling,1,after,ADP,after,after
3389,Z2_H2,journaling,Z2_H2_journaling,1,it,PRON,-PRON-,it
3390,Z2_H2,journaling,Z2_H2_journaling,1,he,PRON,-PRON-,he
3391,Z2_H2,journaling,Z2_H2_journaling,1,has,AUX,have,has
3392,Z2_H2,journaling,Z2_H2_journaling,1,to,PART,to,to
3393,Z2_H2,journaling,Z2_H2_journaling,1,take,VERB,take,take
3394,Z2_H2,journaling,Z2_H2_journaling,1,care,NOUN,care,care
3395,Z2_H2,journaling,Z2_H2_journaling,1,of,ADP,of,of
3396,Z2_H2,journaling,Z2_H2_journaling,1,the,DET,the,the
3397,Z2_H2,journaling,Z2_H2_journaling,1,children,NOUN,child,children
3398,Z2_H2,journaling,Z2_H2_journaling,2,it,PRON,-PRON-,it
3399,Z2_H2,journaling,Z2_H2_journaling,2," ""s""",AUX,be,is
3400,Z2_H2,journaling,Z2_H2_journaling,2,threatening,VERB,threaten,threatening
3401,Z2_H2,journaling,Z2_H2_journaling,2,our,DET,-PRON-,our
3402,Z2_H2,journaling,Z2_H2_journaling,2,marriage,NOUN,marriage,marriage
3403,Z2_H2,journaling,Z2_H2_journaling,2,because,SCONJ,because,because
3404,Z2_H2,journaling,Z2_H2_journaling,2,things,NOUN,thing,things
3405,Z2_H2,journaling,Z2_H2_journaling,2,have,AUX,have,have
3406,Z2_H2,journaling,Z2_H2_journaling,2,got,VERB,get,got
3407,Z2_H2,journaling,Z2_H2_journaling,2,very,ADV,very,very
3408,Z2_H2,journaling,Z2_H2_journaling,2,very,ADV,very,very
3409,Z2_H2,journaling,Z2_H2_journaling,2,bad,ADJ,bad,bad
3410,Z2_H2,journaling,Z2_H2_journaling,4,we,PRON,-PRON-,we
3411,Z2_H2,journaling,Z2_H2_journaling,4,quarrel,VERB,quarrel,quarrel
3412,Z2_H2,journaling,Z2_H2_journaling,4,terribly,ADV,terribly,terribly
3413,Z2_H2,journaling,Z2_H2_journaling,4,and,CCONJ,and,and
3414,Z2_H2,journaling,Z2_H2_journaling,4,when,ADV,when,when
3415,Z2_H2,journaling,Z2_H2_journaling,4,i,PRON,i,i
3416,Z2_H2,journaling,Z2_H2_journaling,4,wake,VERB,wake,wake
3417,Z2_H2,journaling,Z2_H2_journaling,4,up,ADP,up,up
3418,Z2_H2,journaling,Z2_H2_journaling,4,i,PRON,-PRON-,i
3419,Z2_H2,journaling,Z2_H2_journaling,4," ""m""",AUX,be,am
3420,Z2_H2,journaling,Z2_H2_journaling,4,exhausted,ADJ,exhausted,exhausted
3421,Z2_H2,journaling,Z2_H2_journaling,5,i,PRON,i,i
3422,Z2_H2,journaling,Z2_H2_journaling,5,pull,VERB,pull,pull
3423,Z2_H2,journaling,Z2_H2_journaling,5,myself,PRON,-PRON-,myself
3424,Z2_H2,journaling,Z2_H2_journaling,5,out,SCONJ,out,out
3425,Z2_H2,journaling,Z2_H2_journaling,5,of,ADP,of,of
3426,Z2_H2,journaling,Z2_H2_journaling,5,bed,NOUN,bed,bed
3427,Z2_H2,journaling,Z2_H2_journaling,6,i,PRON,i,i
3428,Z2_H2,journaling,Z2_H2_journaling,6,feel,VERB,feel,feel
3429,Z2_H2,journaling,Z2_H2_journaling,6,like,SCONJ,like,like
3430,Z2_H2,journaling,Z2_H2_journaling,6,i,PRON,i,i
3431,Z2_H2,journaling,Z2_H2_journaling,6,just,ADV,just,just
3432,Z2_H2,journaling,Z2_H2_journaling,6,wanted,VERB,want,wanted
3433,Z2_H2,journaling,Z2_H2_journaling,6,to,PART,to,to
3434,Z2_H2,journaling,Z2_H2_journaling,6,lie,VERB,lie,lie
3435,Z2_H2,journaling,Z2_H2_journaling,6,there,ADV,there,there
3436,Z2_H2,journaling,Z2_H2_journaling,6,and,CCONJ,and,and
3437,Z2_H2,journaling,Z2_H2_journaling,6,sleep,VERB,sleep,sleep
3438,Z2_H2,journaling,Z2_H2_journaling,6,and,CCONJ,and,and
3439,Z2_H2,journaling,Z2_H2_journaling,6,let,VERB,let,let
3440,Z2_H2,journaling,Z2_H2_journaling,6,someone,PRON,someone,someone
3441,Z2_H2,journaling,Z2_H2_journaling,6,else,ADV,else,else
3442,Z2_H2,journaling,Z2_H2_journaling,6,do,AUX,do,do
3443,Z2_H2,journaling,Z2_H2_journaling,6,everything,PRON,everything,everything
3444,Z2_H2,journaling,Z2_H2_journaling,7,in,ADP,in,in
3445,Z2_H2,journaling,Z2_H2_journaling,7,the,DET,the,the
3446,Z2_H2,journaling,Z2_H2_journaling,7,past,ADJ,past,past
3447,Z2_H2,journaling,Z2_H2_journaling,7,week,NOUN,week,week
3448,Z2_H2,journaling,Z2_H2_journaling,7,i,PRON,i,i
3449,Z2_H2,journaling,Z2_H2_journaling,7,have,AUX,have,have
3450,Z2_H2,journaling,Z2_H2_journaling,7,eaten,VERB,eat,eaten
3451,Z2_H2,journaling,Z2_H2_journaling,7,better,ADV,better,better
3452,Z2_H2,journaling,Z2_H2_journaling,8,but,CCONJ,but,but
3454,Z2_H2,journaling,Z2_H2_journaling,8,for,ADP,for,for
3455,Z2_H2,journaling,Z2_H2_journaling,8,about,ADV,about,about
3456,Z2_H2,journaling,Z2_H2_journaling,8,two,NUM,two,two
3457,Z2_H2,journaling,Z2_H2_journaling,8,months,NOUN,month,months
3458,Z2_H2,journaling,Z2_H2_journaling,8,i,PRON,i,i
3459,Z2_H2,journaling,Z2_H2_journaling,8,ate,VERB,eat,ate
3460,Z2_H2,journaling,Z2_H2_journaling,8,practically,ADV,practically,practically
3461,Z2_H2,journaling,Z2_H2_journaling,8,nothing,PRON,nothing,nothing
3462,Z2_H2,journaling,Z2_H2_journaling,8,i,PRON,i,i
3463,Z2_H2,journaling,Z2_H2_journaling,8,could,VERB,could,could
3464,Z2_H2,journaling,Z2_H2_journaling,8," ""nt""",PART,not,not
3465,Z2_H2,journaling,Z2_H2_journaling,8,get,AUX,get,get
3466,Z2_H2,journaling,Z2_H2_journaling,8,the,DET,the,the
3467,Z2_H2,journaling,Z2_H2_journaling,8,food,NOUN,food,food
3468,Z2_H2,journaling,Z2_H2_journaling,8,down,ADP,down,down
3469,Z2_H2,journaling,Z2_H2_journaling,8,if,SCONJ,if,if
3470,Z2_H2,journaling,Z2_H2_journaling,8,i,PRON,i,i
3471,Z2_H2,journaling,Z2_H2_journaling,8,tried,VERB,try,tried
3472,Z2_H2,journaling,Z2_H2_journaling,8,to,PART,to,to
3473,Z2_H2,journaling,Z2_H2_journaling,8,eat,VERB,eat,eat
3474,Z2_H2,journaling,Z2_H2_journaling,8,in,ADP,in,in
3475,Z2_H2,journaling,Z2_H2_journaling,8,the,DET,the,the
3476,Z2_H2,journaling,Z2_H2_journaling,8,morning,NOUN,morning,morning
3477,Z2_H2,journaling,Z2_H2_journaling,8,at,ADP,at,at
3478,Z2_H2,journaling,Z2_H2_journaling,8,breakfast,NOUN,breakfast,breakfast
3479,Z2_H2,journaling,Z2_H2_journaling,8,time,NOUN,time,time
3480,Z2_H2,journaling,Z2_H2_journaling,9,sometimes,ADV,sometimes,sometimes
3481,Z2_H2,journaling,Z2_H2_journaling,9,i,PRON,i,i
3482,Z2_H2,journaling,Z2_H2_journaling,9,threw,VERB,throw,threw
3483,Z2_H2,journaling,Z2_H2_journaling,9,it,PRON,-PRON-,it
3484,Z2_H2,journaling,Z2_H2_journaling,9,up,ADP,up,up
3485,Z2_H2,journaling,Z2_H2_journaling,9,or,CCONJ,or,or
3486,Z2_H2,journaling,Z2_H2_journaling,9,i,PRON,i,i
3487,Z2_H2,journaling,Z2_H2_journaling,9,felt,VERB,feel,felt
3488,Z2_H2,journaling,Z2_H2_journaling,9,very,ADV,very,very
3489,Z2_H2,journaling,Z2_H2_journaling,9,sick,ADJ,sick,sick
3492,Z2_H2,journaling,Z2_H2_journaling,11,i,PRON,-PRON-,i
3493,Z2_H2,journaling,Z2_H2_journaling,11," ""ve""",AUX,have,have
3494,Z2_H2,journaling,Z2_H2_journaling,11,had,VERB,have,had
3495,Z2_H2,journaling,Z2_H2_journaling,11,it,PRON,-PRON-,it
3496,Z2_H2,journaling,Z2_H2_journaling,11,for,ADP,for,for
3497,Z2_H2,journaling,Z2_H2_journaling,11,so,ADV,so,so
3498,Z2_H2,journaling,Z2_H2_journaling,11,long,ADV,long,long
3499,Z2_H2,journaling,Z2_H2_journaling,11,that,SCONJ,that,that
3500,Z2_H2,journaling,Z2_H2_journaling,11,unless,SCONJ,unless,unless
3501,Z2_H2,journaling,Z2_H2_journaling,11,it,PRON,-PRON-,it
3502,Z2_H2,journaling,Z2_H2_journaling,11," ""s""",AUX,be,is
3503,Z2_H2,journaling,Z2_H2_journaling,11,almost,ADV,almost,almost
3504,Z2_H2,journaling,Z2_H2_journaling,11,unbearable,ADJ,unbearable,unbearable
3505,Z2_H2,journaling,Z2_H2_journaling,11,i,PRON,i,i
3506,Z2_H2,journaling,Z2_H2_journaling,11,can,VERB,can,can
3507,Z2_H2,journaling,Z2_H2_journaling,11,do,AUX,do,do
3508,Z2_H2,journaling,Z2_H2_journaling,11,my,DET,-PRON-,my
3509,Z2_H2,journaling,Z2_H2_journaling,11,work,NOUN,work,work
3510,Z2_H2,journaling,Z2_H2_journaling,11,and,CCONJ,and,and
3511,Z2_H2,journaling,Z2_H2_journaling,11,everything,PRON,everything,everything
3512,Z2_H2,journaling,Z2_H2_journaling,11,with,ADP,with,with
3513,Z2_H2,journaling,Z2_H2_journaling,11,it,PRON,-PRON-,it
3514,Z2_H2,journaling,Z2_H2_journaling,13,i,PRON,-PRON-,i
3515,Z2_H2,journaling,Z2_H2_journaling,13," ""ve""",AUX,have,have
3516,Z2_H2,journaling,Z2_H2_journaling,13,gotten,VERB,get,gotten
3517,Z2_H2,journaling,Z2_H2_journaling,13,now,ADV,now,now
3518,Z2_H2,journaling,Z2_H2_journaling,13,that,SCONJ,that,that
3519,Z2_H2,journaling,Z2_H2_journaling,13,i,PRON,i,i
3520,Z2_H2,journaling,Z2_H2_journaling,13,know,VERB,know,know
3521,Z2_H2,journaling,Z2_H2_journaling,13,what,PRON,what,what
3522,Z2_H2,journaling,Z2_H2_journaling,13,movements,NOUN,movement,movements
3523,Z2_H2,journaling,Z2_H2_journaling,13,i,PRON,i,i
3524,Z2_H2,journaling,Z2_H2_journaling,13,can,VERB,can,can
3525,Z2_H2,journaling,Z2_H2_journaling,13,make,VERB,make,make
3526,Z2_H2,journaling,Z2_H2_journaling,14,without,ADP,without,without
